timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.78483E+12,106,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15943,224,4,4,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a44a698f-86c3-11f1-a830-6d2f3abb6b7a&vid=&g=b,106,0,0
1.78483E+12,622,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17443,372,4,4,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a467c211-86c3-11f1-bf22-f6a38a2f8cf3&vid=&g=b,506,0,0
1.78483E+12,506,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1503,148,4,4,https://www.walmart.com/cp/dorm-room-essentials/1225229,506,0,0
1.78483E+12,115,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15940,224,4,4,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a467c211-86c3-11f1-bf22-f6a38a2f8cf3&vid=&g=b,115,0,0
1.78483E+12,612,HTTP Request- ECommerce,200,OK,Thread Group 1-3,text,TRUE,,17443,372,4,4,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a477c174-86c3-11f1-818f-c2ce2f8afebb&vid=&g=b,522,0,0
1.78483E+12,522,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-3,text,TRUE,,1503,148,4,4,https://www.walmart.com/cp/dorm-room-essentials/1225229,522,0,0
1.78483E+12,89,HTTP Request- ECommerce-1,200,OK,Thread Group 1-3,text,TRUE,,15940,224,4,4,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a477c174-86c3-11f1-818f-c2ce2f8afebb&vid=&g=b,89,0,0
1.78483E+12,811,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17446,372,4,4,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a48a2130-86c3-11f1-aa7f-ce10fb54f315&vid=&g=b,708,0,206
1.78483E+12,708,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1505,148,4,4,https://www.walmart.com/cp/dorm-room-essentials/1225229,708,0,206
1.78483E+12,103,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15941,224,4,4,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a48a2130-86c3-11f1-aa7f-ce10fb54f315&vid=&g=b,103,0,0
1.78483E+12,614,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17446,372,4,4,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a4a5356a-86c3-11f1-9504-5e177ba07a54&vid=&g=b,507,0,0
1.78483E+12,507,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1504,148,4,4,https://www.walmart.com/cp/dorm-room-essentials/1225229,507,0,0
1.78483E+12,108,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15942,224,4,4,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a4a5356a-86c3-11f1-9504-5e177ba07a54&vid=&g=b,108,0,0
1.78483E+12,614,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17443,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a4e59deb-86c3-11f1-80e4-f6a38a2f8cf3&vid=&g=b,513,0,0
1.78483E+12,513,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,513,0,0
1.78483E+12,100,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15940,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a4e59deb-86c3-11f1-80e4-f6a38a2f8cf3&vid=&g=b,100,0,0
1.78483E+12,717,HTTP Request- ECommerce,200,OK,Thread Group 1-3,text,TRUE,,17445,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a4d61862-86c3-11f1-82e2-c2ce2f8afebb&vid=&g=b,525,0,0
1.78483E+12,525,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-3,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,525,0,0
1.78483E+12,192,HTTP Request- ECommerce-1,200,OK,Thread Group 1-3,text,TRUE,,15942,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a4d61862-86c3-11f1-82e2-c2ce2f8afebb&vid=&g=b,192,0,0
1.78483E+12,593,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17445,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a506940b-86c3-11f1-aa49-6d2f3abb6b7a&vid=&g=b,506,0,0
1.78483E+12,507,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1504,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,506,0,0
1.78483E+12,83,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15941,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a506940b-86c3-11f1-aa49-6d2f3abb6b7a&vid=&g=b,83,0,0
1.78483E+12,1033,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17444,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a51195af-86c3-11f1-aa28-83bb1239deb3&vid=&g=b,934,0,0
1.78483E+12,934,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,934,0,0
1.78483E+12,97,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15941,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a51195af-86c3-11f1-aa28-83bb1239deb3&vid=&g=b,97,0,0
1.78483E+12,615,HTTP Request- ECommerce,200,OK,Thread Group 1-3,text,TRUE,,17443,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5442dcc-86c3-11f1-9490-5db0f5a2e642&vid=&g=b,512,0,0
1.78483E+12,512,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-3,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,512,0,0
1.78483E+12,101,HTTP Request- ECommerce-1,200,OK,Thread Group 1-3,text,TRUE,,15940,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5442dcc-86c3-11f1-9490-5db0f5a2e642&vid=&g=b,101,0,0
1.78483E+12,623,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17445,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a542c1e1-86c3-11f1-a53b-cbf977bc1a3d&vid=&g=b,512,0,0
1.78483E+12,512,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,512,0,0
1.78483E+12,111,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15942,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a542c1e1-86c3-11f1-a53b-cbf977bc1a3d&vid=&g=b,110,0,0
1.78483E+12,529,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17444,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a55d21f3-86c3-11f1-a015-4ea41c6ab088&vid=&g=b,427,0,0
1.78483E+12,716,HTTP Request- ECommerce,200,OK,Thread Group 1-5,text,TRUE,,17445,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a560e409-86c3-11f1-8290-f6a38a2f8cf3&vid=&g=b,637,0,199
1.78483E+12,427,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,427,0,0
1.78483E+12,101,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15941,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a55d21f3-86c3-11f1-a015-4ea41c6ab088&vid=&g=b,101,0,0
1.78483E+12,637,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-5,text,TRUE,,1505,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,637,0,199
1.78483E+12,78,HTTP Request- ECommerce-1,200,OK,Thread Group 1-5,text,TRUE,,15940,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a560e409-86c3-11f1-8290-f6a38a2f8cf3&vid=&g=b,78,0,0
1.78483E+12,590,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17444,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5645194-86c3-11f1-86fa-f07e600f4f75&vid=&g=b,485,0,0
1.78483E+12,485,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,485,0,0
1.78483E+12,104,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15941,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5645194-86c3-11f1-86fa-f07e600f4f75&vid=&g=b,104,0,0
1.78483E+12,690,HTTP Request- ECommerce,200,OK,Thread Group 1-3,text,TRUE,,17443,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5a57e49-86c3-11f1-b2b8-7e93591bb36f&vid=&g=b,505,0,0
1.78483E+12,505,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-3,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,505,0,0
1.78483E+12,184,HTTP Request- ECommerce-1,200,OK,Thread Group 1-3,text,TRUE,,15940,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5a57e49-86c3-11f1-b2b8-7e93591bb36f&vid=&g=b,184,0,0
1.78483E+12,601,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17443,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5afde7a-86c3-11f1-b9f9-43819138ab2d&vid=&g=b,507,0,0
1.78483E+12,507,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,507,0,0
1.78483E+12,94,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15940,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5afde7a-86c3-11f1-b9f9-43819138ab2d&vid=&g=b,94,0,0
1.78483E+12,614,HTTP Request- ECommerce,200,OK,Thread Group 1-5,text,TRUE,,17443,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5b3119f-86c3-11f1-bf9b-f75fbc103fe6&vid=&g=b,510,0,0
1.78483E+12,510,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-5,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,510,0,0
1.78483E+12,104,HTTP Request- ECommerce-1,200,OK,Thread Group 1-5,text,TRUE,,15940,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5b3119f-86c3-11f1-bf9b-f75fbc103fe6&vid=&g=b,104,0,0
1.78483E+12,720,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17446,372,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5a7a468-86c3-11f1-866e-e8cb5b507923&vid=&g=b,601,0,0
1.78483E+12,601,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1503,148,5,5,https://www.walmart.com/cp/dorm-room-essentials/1225229,601,0,0
1.78483E+12,119,HTTP Request- ECommerce-1,200,OK,Thread Group 1-4,text,TRUE,,15943,224,5,5,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5a7a468-86c3-11f1-866e-e8cb5b507923&vid=&g=b,119,0,0
1.78483E+12,614,HTTP Request- ECommerce,200,OK,Thread Group 1-2,text,TRUE,,17445,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5bf1122-86c3-11f1-8008-36a49ffd4b1b&vid=&g=b,489,0,0
1.78483E+12,489,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-2,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,489,0,0
1.78483E+12,124,HTTP Request- ECommerce-1,200,OK,Thread Group 1-2,text,TRUE,,15942,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a5bf1122-86c3-11f1-8008-36a49ffd4b1b&vid=&g=b,124,0,0
1.78483E+12,528,HTTP Request- ECommerce,200,OK,Thread Group 1-1,text,TRUE,,17443,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a60a5af2-86c3-11f1-ad30-6d2f3abb6b7a&vid=&g=b,419,0,0
1.78483E+12,419,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-1,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,419,0,0
1.78483E+12,108,HTTP Request- ECommerce-1,200,OK,Thread Group 1-1,text,TRUE,,15940,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a60a5af2-86c3-11f1-ad30-6d2f3abb6b7a&vid=&g=b,108,0,0
1.78483E+12,618,HTTP Request- ECommerce,200,OK,Thread Group 1-5,text,TRUE,,17444,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a610a390-86c3-11f1-96df-296df077574e&vid=&g=b,515,0,0
1.78483E+12,515,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-5,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,515,0,0
1.78483E+12,102,HTTP Request- ECommerce-1,200,OK,Thread Group 1-5,text,TRUE,,15941,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a610a390-86c3-11f1-96df-296df077574e&vid=&g=b,102,0,0
1.78483E+12,644,HTTP Request- ECommerce,200,OK,Thread Group 1-3,text,TRUE,,17445,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a60d108d-86c3-11f1-bac0-41d3ffb9ef15&vid=&g=b,530,0,0
1.78483E+12,530,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-3,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,530,0,0
1.78483E+12,114,HTTP Request- ECommerce-1,200,OK,Thread Group 1-3,text,TRUE,,15942,224,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a60d108d-86c3-11f1-bac0-41d3ffb9ef15&vid=&g=b,111,0,0
1.78483E+12,628,HTTP Request- ECommerce,200,OK,Thread Group 1-4,text,TRUE,,17446,372,6,6,https://www.walmart.com/blocked?url=L2NwL2Rvcm0tcm9vbS1lc3NlbnRpYWxzLzEyMjUyMjk=&uuid=a61361e0-86c3-11f1-accb-de98f126cfe1&vid=&g=b,504,0,0
1.78483E+12,504,HTTP Request- ECommerce-0,307,Temporary Redirect,Thread Group 1-4,text,TRUE,,1503,148,6,6,https://www.walmart.com/cp/dorm-room-essentials/1225229,504,0,0
